FAC_TRI,EST_D_TRI,UPM,ING_X_HRS,INGOCUP,HRSOCUP,ANIOS_ESC,NIV_INS,EDA,SEX,ENT
467,0377,2605811,32.6087,6450,46,12,4,23,1,26
467,0377,2605811,17.85714,4300,56,6,2,63,2,26
532,0407,2807902,25,6450,60,9,3,49,1,28
532,0407,2807902,25,2580,24,8,2,40,1,28
532,0407,2807902,11.90476,2150,42,6,2,57,2,28
532,0407,2807902,30,6450,50,9,3,25,2,28
532,0407,2807902,27.02703,4300,37,9,3,16,1,28
532,0407,2807902,31.25,6450,48,9,3,21,1,28
532,0407,2807902,21.05263,5160,57,9,3,27,1,28
532,0407,2807902,14.28571,860,14,14,4,54,2,28
532,0407,2807902,19.44444,3010,36,6,2,60,2,28
532,0407,2807902,22.22222,5160,54,9,3,53,2,28
532,0407,2807902,15.38462,3440,52,9,3,23,1,28
532,0407,2807902,21.42857,3870,42,6,2,30,1,28
532,0407,2807902,29.78723,6020,47,11,3,58,1,28
532,0407,2807902,19.04762,5160,63,6,2,17,1,28
532,0407,2807902,41.66667,8600,48,16,4,29,1,28
532,0407,2807902,34.88372,6000,40,16,4,24,2,28
532,0407,2807902,25.92593,6020,54,13,4,34,1,28
532,0407,2807902,155.03876,10000,15,16,4,33,2,28
532,0407,2807902,52.08333,10750,48,11,3,29,1,28
532,0407,2807902,23.80952,4300,42,9,3,23,2,28
532,0407,2807902,33.33333,1290,9,0,1,71,1,28
532,0407,2807902,50,10320,48,9,3,23,1,28
532,0407,2807902,40,860,5,11,3,17,1,28
532,0407,2807902,69.76744,12000,40,15,4,44,1,28
532,0407,2807902,83.72093,14400,40,16,4,40,2,28
508,0407,2807607,83.33333,8600,24,0,1,56,1,28
508,0407,2807607,41.66667,4300,24,9,3,24,1,28
508,0407,2807607,40,4300,25,9,3,21,1,28
508,0407,2807607,39.13043,7740,46,2,1,52,1,28
508,0407,2807607,18.75,3870,48,9,3,30,1,28
508,0407,2807607,31.57895,2580,19,12,4,27,1,28
508,0407,2807607,55.55556,12900,54,9,3,39,1,28
508,0407,2807607,41.66667,8600,48,11,3,45,1,28
508,0407,2807607,45.45455,8600,44,12,4,43,2,28
508,0407,2807607,33.82664,8000,55,16,4,43,1,28
508,0407,2807607,21.2766,4300,47,10,3,17,1,28
508,0407,2807607,52.38095,4730,21,12,4,48,1,28
508,0407,2807607,68.96552,8600,29,5,1,37,2,28
508,0407,2807607,25,1290,12,9,3,45,2,28
508,0407,2807607,41.66667,8600,48,6,2,29,1,28
508,0407,2807607,25,6020,56,12,4,22,1,28
508,0407,2807607,26.08696,5160,46,6,2,61,1,28
949,0408,2807626,76.66667,9890,30,12,4,49,2,28
949,0408,2807626,25.83979,5000,45,12,4,45,1,28
949,0408,2807626,27.27273,5160,44,9,3,52,1,28
949,0408,2807626,20.83333,4300,48,13,4,30,2,28
501,0407,2807941,29.16667,6020,48,8,2,48,2,28
501,0407,2807941,107.14286,6450,14,1,1,53,1,28
501,0407,2807941,62.5,2150,8,9,3,42,2,28
501,0407,2807941,31.97674,6600,48,12,4,19,1,28
501,0407,2807941,43.26663,8000,43,16,4,41,1,28
501,0407,2807941,12.76596,5160,94,7,2,38,1,28
501,0407,2807941,12.5,430,8,8,2,26,2,28
501,0407,2807941,15.15152,4300,66,9,3,29,1,28
501,0407,2807941,47.61905,8600,42,9,3,61,1,28
501,0407,2807941,37.5,5160,32,8,2,46,1,28
501,0407,2807941,24.74023,5000,47,11,3,43,2,28
501,0407,2807941,15.45455,3655,55,14,4,25,2,28
501,0407,2807941,26.57807,4000,35,9,3,31,1,28
501,0407,2807941,48.3871,6450,31,9,3,33,1,28
501,0407,2807941,130.23256,8400,15,18,4,47,2,28
501,0407,2807941,37.5,6450,40,9,3,62,1,28
501,0407,2807941,15,2580,40,12,4,27,2,28
501,0407,2807941,28,1806,15,9,3,27,2,28
501,0407,2807941,47.61905,17200,84,9,3,44,1,28
637,0278,1911386,42.85714,7740,42,9,3,30,1,19
637,0278,1911386,80.95238,7310,21,11,3,30,2,19
637,0278,1911386,23.92027,3600,35,0,1,66,1,19
637,0278,1911386,10,516,12,12,4,33,2,19
637,0278,1911386,241.86047,10400,10,12,3,58,1,19
637,0278,1911386,83.33333,8600,24,6,2,54,2,19
637,0278,1911386,33.22259,12000,84,10,3,49,1,19
637,0278,1911386,18.51852,4300,54,12,4,19,1,19
637,0278,1911386,60.46512,7800,30,18,4,43,2,19
637,0278,1911386,100,6450,15,6,2,34,1,19
637,0278,1911386,24.91694,7500,70,17,4,45,1,19
637,0278,1911386,13.144590000000001,2600,46,6,2,48,1,19
637,0278,1911386,24,5160,50,9,3,23,1,19
637,0278,1911386,30,6450,50,9,3,20,1,19
637,0278,1911386,27.13178,7000,60,9,3,39,1,19
637,0278,1911386,50,3225,15,8,2,16,2,19
637,0278,1911386,48.44961,10000,48,9,3,40,1,19
637,0278,1911386,30,2580,20,9,3,36,2,19
637,0278,1911386,20,3010,35,11,3,17,2,19
637,0278,1911386,41.66667,8600,48,12,4,32,1,19
637,0278,1911386,27.77778,8600,72,9,3,38,1,19
637,0278,1911386,51.11111,9890,45,6,2,46,1,19
637,0278,1911386,29.45736,3800,30,9,3,33,2,19
637,0278,1911386,25,5160,48,9,3,30,1,19
775,0278,1911333,30,7740,60,9,3,40,1,19
775,0278,1911333,20,2580,30,6,2,71,2,19
775,0278,1911333,28.10078,5800,48,9,3,38,1,19
775,0278,1911333,66.66667,860,3,12,4,35,2,19
775,0278,1911333,53.29457,11000,48,17,4,39,1,19
775,0278,1911333,55.55556,15050,63,9,3,33,1,19
775,0278,1911333,74.47398,13450,42,11,3,48,1,19
775,0278,1911333,28,3010,25,6,2,52,2,19
775,0278,1911333,45.45455,8600,44,6,2,58,1,19
775,0278,1911333,25,4300,40,12,3,28,1,19
775,0278,1911333,31.25,6450,48,6,2,69,1,19
775,0278,1911333,30.68966,7654,58,11,3,28,2,19
775,0278,1911333,31.25,6450,48,9,3,27,2,19
775,0278,1911333,33.34884,8604,60,11,3,36,1,19
613,0279,1911480,33.33333,8600,60,11,3,48,1,19
613,0279,1911480,40.69767,7000,40,11,3,49,2,19
613,0279,1911480,37.77778,7310,45,12,3,43,2,19
613,0279,1911480,26.16279,8100,72,12,4,21,1,19
613,0279,1911480,58.60465,12600,50,16,4,23,2,19
613,0279,1911480,357.14286,86000,56,16,4,27,1,19
613,0279,1911480,34.72222,10750,72,9,3,39,1,19
613,0279,1911480,16.66667,3440,48,11,3,57,2,19
613,0279,1911480,31.00775,8000,60,12,4,56,1,19
613,0279,1911480,52.32558,9000,40,12,4,53,2,19
613,0279,1911480,18.41085,3800,48,8,2,59,1,19
613,0279,1911480,45.83333,9460,48,9,3,58,1,19
613,0279,1911480,48,10320,50,12,4,28,2,19
613,0279,1911480,47.48062,9800,48,12,4,26,2,19
613,0279,1911480,66.66667,8600,30,6,2,62,1,19
613,0279,1911480,45.34884,7800,40,11,3,45,1,19
613,0279,1911480,29.16667,6020,48,9,3,40,2,19
613,0279,1911480,69.76744,12000,40,17,4,26,1,19
613,0279,1911480,68.60465,11800,40,17,4,31,2,19
693,0278,1911083,28.78876,5942,48,9,3,44,1,19
693,0278,1911083,42.91667,8858,48,9,3,44,1,19
693,0278,1911083,83.33333,6450,18,15,4,36,1,19
693,0278,1911083,83.33333,6450,18,10,3,34,2,19
693,0278,1911083,40,10320,60,10,3,41,1,19
693,0278,1911083,37.5,7740,48,9,3,38,1,19
693,0278,1911083,43.60465,6000,32,12,4,38,2,19
693,0278,1911083,32.5,5590,40,12,4,23,1,19
693,0278,1911083,40.90909,7740,44,6,2,56,1,19
693,0278,1911083,31.25,6450,48,9,3,29,1,19
693,0278,1911083,20.83333,4300,48,12,3,42,1,19
693,0278,1911083,40,6880,40,9,3,43,2,19
693,0278,1911083,25,3870,36,12,4,35,2,19
693,0278,1911083,57.5,9890,40,9,3,36,1,19
693,0278,1911083,33.33333,6880,48,9,3,36,2,19
693,0278,1911083,37.5,6450,40,9,3,38,1,19
693,0278,1911083,77.51938,15000,45,17,4,34,1,19
693,0278,1911083,111.11111,21500,45,17,4,25,1,19
693,0278,1911083,48.44961,10000,48,12,3,43,1,19
693,0278,1911083,62.5,12900,48,11,3,34,1,19
693,0278,1911083,38.32364,7910,48,9,3,46,2,19
693,0278,1911083,58.33333,18060,72,9,3,39,1,19
524,0278,1911284,41.66667,8600,48,11,3,25,1,19
524,0278,1911284,41.66667,8600,48,11,3,28,2,19
524,0278,1911284,38.75969,8000,48,9,3,54,1,19
524,0278,1911284,33.33333,6880,48,11,3,18,1,19
524,0278,1911284,42.5,7310,40,9,3,42,1,19
524,0278,1911284,100,30960,72,11,3,25,1,19
524,0278,1911284,62.5,12900,48,11,3,50,1,19
524,0278,1911284,83.33333,12900,36,9,3,51,2,19
524,0278,1911284,31.25,6450,48,9,3,25,1,19
524,0278,1911284,33.33333,6880,48,9,3,46,1,19
524,0278,1911284,37.2093,7680,48,11,3,26,1,19
524,0278,1911284,37.2093,7680,48,12,3,20,1,19
524,0278,1911284,18.33333,4730,60,10,3,32,1,19
524,0278,1911284,50,2150,10,11,3,27,2,19
524,0278,1911284,25,7740,72,12,4,35,1,19
524,0278,1911284,52.32558,9000,40,9,3,40,2,19
524,0278,1911284,25.55556,5934,54,11,3,19,1,19
524,0278,1911284,29.16667,6020,48,9,3,54,1,19
524,0278,1911284,20.83333,4300,48,9,3,45,1,19
524,0278,1911284,38.75969,9000,54,15,4,24,1,19
524,0278,1911284,150,25800,40,12,4,41,1,19
524,0278,1911284,36.66667,9460,60,9,3,32,1,19
524,0278,1911284,75,3870,12,9,3,33,2,19
524,0278,1911284,27.08333,5590,48,6,2,45,1,19
524,0278,1911284,19.37984,4000,48,11,3,40,2,19
524,0278,1911284,15.50388,4000,60,9,3,46,1,19
524,0278,1911284,41.66667,8600,48,12,4,54,1,19
524,0278,1911284,104.65116,9000,20,17,4,48,2,19
524,0278,1911284,37.5,7740,48,12,4,23,1,19
735,0279,1911317,64.28571,11610,42,2,1,25,2,19
735,0279,1911317,7.5,1548,48,11,3,83,2,19
735,0279,1911317,62.5,8600,32,9,3,37,1,19
735,0279,1911317,53.33333,3440,15,11,3,36,2,19
735,0279,1911317,166.66667,10750,15,9,3,54,1,19
735,0279,1911317,45.45455,8600,44,5,1,47,1,19
735,0279,1911317,62.0155,4000,15,17,4,24,2,19
735,0279,1911317,60.46512,7800,30,11,3,21,2,19
735,0279,1911317,46.42857,5590,28,9,3,30,1,19
735,0279,1911317,18.457,5000,63,11,3,58,1,19
735,0279,1911317,64.92248,13400,48,17,4,27,2,19
735,0279,1911317,50,5160,24,12,3,29,1,19
735,0279,1911317,89.28571,10750,28,8,2,38,1,19
735,0279,1911317,53.57143,6450,28,6,2,17,1,19
735,0279,1911317,53.57143,6450,28,7,2,19,1,19
735,0279,1911317,62.5,8600,32,5,1,46,1,19
735,0279,1911317,24.91694,6000,56,9,3,32,2,19
535,0278,1911283,38.24289,8880,54,9,3,45,1,19
535,0278,1911283,37.5,7740,48,9,3,49,2,19
535,0278,1911283,20,5160,60,9,3,42,2,19
535,0278,1911283,52.32558,9000,40,13,4,26,2,19
535,0278,1911283,93.75,19350,48,12,4,32,1,19
535,0278,1911283,62.9845,13000,48,99,4,43,2,19
535,0278,1911283,55.98622,13000,54,99,4,37,1,19
535,0278,1911283,57.69231,12900,52,15,4,24,1,19
535,0278,1911283,45,7740,40,11,3,25,2,19
535,0278,1911283,55.55556,10750,45,11,3,36,1,19
535,0278,1911283,62.0155,4000,15,11,3,42,2,19
535,0278,1911283,62.5,10750,40,11,3,38,1,19
535,0278,1911283,38.75969,12000,72,12,3,37,2,19
535,0278,1911283,65.69767,16950,60,10,3,35,1,19
535,0278,1911283,77.51938,12000,36,12,3,33,2,19
535,0278,1911283,25,6450,60,11,3,46,1,19
535,0278,1911283,80,6880,20,9,3,36,2,19
535,0278,1911283,43.75,9030,48,12,4,45,1,19
535,0278,1911283,61.22449,12900,49,12,4,47,1,19
535,0278,1911283,31.25,6450,48,17,4,25,2,19
535,0278,1911283,25,5160,48,9,3,43,2,19
535,0278,1911283,25,5160,48,12,4,28,2,19
535,0278,1911283,1.61499,500,72,4,1,49,2,19
535,0278,1911283,45.83333,9460,48,9,3,43,1,19
535,0278,1911283,39.58333,8170,48,6,2,58,1,19
535,0278,1911283,66.66667,2580,9,4,1,66,2,19
535,0278,1911283,95.2381,34400,84,11,3,40,1,19
535,0278,1911283,250,32250,30,10,3,48,1,19
535,0278,1911283,403.10078,52000,30,17,4,47,2,19
528,0279,1911063,19.37984,6000,72,11,3,48,1,19
528,0279,1911063,50,1720,8,9,3,39,2,19
528,0279,1911063,38.82752,8014,48,11,3,50,1,19
528,0279,1911063,21.875,4515,48,11,3,20,2,19
528,0279,1911063,73.25581,12600,40,12,3,53,2,19
528,0279,1911063,52,11180,50,17,4,50,1,19
528,0279,1911063,82.55814,14200,40,17,4,25,2,19
528,0279,1911063,65.11628,11200,40,15,4,21,1,19
528,0279,1911063,67.77409,10200,35,17,4,34,2,19
528,0279,1911063,63.0491,12200,45,17,4,31,1,19
528,0279,1911063,72.09302,12400,40,17,4,30,2,19
528,0279,1911063,62.5,10750,40,11,3,37,1,19
528,0279,1911063,77.51938,8000,24,16,4,35,2,19
528,0279,1911063,41.66667,8600,48,11,3,51,1,19
528,0279,1911063,36.11111,5590,36,11,3,37,2,19
528,0279,1911063,93.02326,12000,30,17,4,44,1,19
528,0279,1911063,40.69767,7000,40,12,3,35,1,19
528,0279,1911063,62.0155,12000,45,15,4,30,1,19
528,0279,1911063,62.0155,12000,45,12,3,35,2,19
528,0279,1911063,60.98191,11800,45,17,4,47,1,19
593,0278,1911344,41.66667,8600,48,11,3,50,1,19
593,0278,1911344,20.83333,4300,48,0,1,40,2,19
593,0278,1911344,151.16279,26000,40,16,4,24,1,19
593,0278,1911344,28.33333,7310,60,6,2,37,1,19
593,0278,1911344,11.62791,3000,60,6,2,36,1,19
593,0278,1911344,20,5160,60,0,1,38,1,19
593,0278,1911344,9.06071,3000,77,0,1,39,2,19
593,0278,1911344,7.75969,2002,60,6,2,19,1,19
593,0278,1911344,23.25581,6000,60,9,3,24,1,19
593,0278,1911344,27.08333,5590,48,6,2,56,2,19
593,0278,1911344,19.37984,6000,72,11,3,65,1,19
593,0278,1911344,22.91667,4730,48,9,3,40,1,19
593,0278,1911344,33.33333,1720,12,9,3,55,2,19
593,0278,1911344,41.66667,8600,48,12,4,20,1,19
593,0278,1911344,21.875,4515,48,12,4,20,2,19
593,0278,1911344,47.61905,8600,42,6,2,41,1,19
593,0278,1911344,47.61905,8600,42,6,2,39,2,19
593,0278,1911344,77.77778,15050,45,9,3,50,1,19
593,0278,1911344,70,12040,40,2,1,53,1,19
593,0278,1911344,50,8600,40,9,3,55,2,19
593,0278,1911344,42.5,7310,40,9,3,22,1,19
593,0278,1911344,31.48148,7310,54,9,3,27,1,19
593,0278,1911344,33.67248,6950,48,9,3,41,1,19
593,0278,1911344,33.33333,6880,48,9,3,55,2,19
593,0278,1911344,41.66667,6450,36,9,3,53,1,19
593,0278,1911344,30,6450,50,9,3,24,1,19
593,0278,1911344,39.58333,8170,48,9,3,38,1,19
593,0278,1911344,42.5,7310,40,6,2,37,2,19
315,0379,2606265,76.92308,8600,26,12,4,26,2,26
315,0379,2606265,17.85714,4300,56,9,3,62,1,26
315,0379,2606265,18.75,3225,40,9,3,30,2,26
315,0379,2606265,30,1290,10,6,2,64,1,26
315,0379,2606265,7.14286,2150,70,5,1,69,2,26
315,0379,2606265,15,1548,24,9,3,31,2,26
315,0379,2606265,41.66667,8600,48,12,4,30,1,26
996,0379,2606265,48.83721,8400,40,9,3,60,1,26
996,0379,2606265,50,8600,40,9,3,60,1,26
315,0379,2606265,25,9030,84,9,3,65,2,26
315,0379,2606265,42.74041,6800,37,12,3,34,2,26
315,0379,2606265,18.60465,3200,40,9,3,43,1,26
315,0379,2606265,32.55814,5600,40,16,4,26,2,26
315,0379,2606265,49.83389,18000,84,17,4,36,1,26
315,0379,2606265,15.50388,2000,30,3,1,67,1,26
315,0379,2606265,17.59899,2800,37,3,1,69,2,26
315,0379,2606265,20.93023,3600,40,16,4,30,1,26
996,0379,2606265,45,7740,40,12,4,32,1,26
996,0379,2606265,16.66667,3440,48,12,4,33,2,26
315,0379,2606265,20,4300,50,12,4,26,2,26
996,0379,2606265,22.22222,4300,45,9,3,29,1,26
315,0379,2606265,108.52713,7000,15,18,4,48,2,26
315,0379,2606265,65.11628,7000,25,16,4,48,1,26
996,0379,2606265,74.4186,8000,25,16,4,40,2,26
996,0379,2606265,74.4186,8000,25,21,4,35,1,26
996,0379,2606265,62.0155,8000,30,18,4,32,2,26
996,0379,2606265,209.30233,9000,10,18,4,32,2,26
996,0379,2606265,62.0155,8000,30,16,4,36,1,26
315,0379,2606265,15,1548,24,9,3,53,1,26
996,0379,2606265,62.0155,8000,30,17,4,47,1,26
315,0379,2606265,12,3096,60,11,3,32,1,26
315,0379,2606265,100,1720,4,9,3,56,1,26
638,0379,2606626,20.83333,4300,48,10,3,18,2,26
638,0379,2606626,31.25,6450,48,10,3,18,2,26
638,0379,2606626,126.84989,12000,22,17,4,49,2,26
638,0379,2606626,27.13178,8400,72,15,4,36,1,26
638,0379,2606626,13.28904,800,14,12,4,33,2,26
297,0379,2606776,38.75969,10000,60,9,3,48,1,26
297,0379,2606776,50,5160,24,12,4,41,2,26
297,0379,2606776,27.77778,4300,36,10,3,49,2,26
297,0379,2606776,25,9030,84,9,3,53,1,26
297,0379,2606776,25.2381,6837,63,6,2,48,1,26
297,0379,2606776,26.5,6837,60,6,2,25,2,26
297,0379,2606776,22.72727,6450,66,8,2,50,1,26
297,0379,2606776,22.72727,6450,66,12,4,27,1,26
297,0379,2606776,49.83389,12000,56,17,4,30,1,26
297,0379,2606776,22.22222,5160,54,8,2,51,1,26
297,0379,2606776,26.66667,5160,45,9,3,41,2,26
356,0379,2606177,279.06977,6000,5,17,4,31,1,26
297,0379,2606776,25,5160,48,0,1,73,1,26
297,0379,2606776,15.65217,3096,46,11,3,29,1,26
356,0379,2606177,18.75,3870,48,8,2,63,1,26
297,0379,2606776,20.83333,4300,48,12,4,43,1,26
356,0379,2606177,18.75,3870,48,9,3,64,1,26
356,0379,2606177,22.5,3870,40,9,3,64,1,26
297,0379,2606776,25,3870,36,9,3,43,2,26
297,0379,2606776,25,3870,36,14,4,20,1,26
356,0379,2606177,24,1032,10,9,3,17,1,26
297,0379,2606776,25,3870,36,9,3,16,1,26
297,0379,2606776,20,3096,36,10,3,36,1,26
356,0379,2606177,62.5,4300,16,10,3,60,1,26
297,0379,2606776,45,3096,16,9,3,46,1,26
297,0379,2606776,32.5,6708,48,9,3,53,2,26
356,0379,2606177,24.47674,4210,40,16,4,27,2,26
356,0379,2606177,20,2580,30,9,3,41,2,26
297,0379,2606776,62.85714,9460,35,9,3,44,1,26
297,0379,2606776,16.6113,6000,84,12,4,39,1,26
297,0379,2606776,5.38462,2107,91,9,3,59,2,26
297,0379,2606776,8.33333,1290,36,9,3,66,1,26
283,0379,2606765,14.28571,4730,77,9,3,49,1,26
283,0379,2606765,28.57143,4300,35,9,3,38,2,26
283,0379,2606765,26.64729,5500,48,9,3,21,2,26
283,0379,2606765,15,4515,70,9,3,18,1,26
283,0379,2606765,19.23077,4300,52,11,3,31,1,26
283,0379,2606765,18.18182,4300,55,6,2,33,1,26
283,0379,2606765,37.5,3870,24,9,3,48,1,26
585,0379,2606368,14.53488,3000,48,11,3,54,2,26
283,0379,2606765,20,4300,50,12,4,37,2,26
585,0379,2606368,50,12900,60,9,3,27,1,26
585,0379,2606368,83.33333,21500,60,9,3,27,1,26
283,0379,2606765,23.07692,5160,52,11,3,21,1,26
283,0379,2606765,68.57143,2064,7,6,2,50,1,26
283,0379,2606765,14.28571,2580,42,6,2,17,1,26
283,0379,2606765,11.42857,344,7,3,1,15,1,26
283,0379,2606765,14.28571,2580,42,6,2,19,1,26
283,0379,2606765,11.42857,344,7,6,2,17,2,26
283,0379,2606765,11.42857,344,7,6,2,18,2,26
283,0379,2606765,26.31579,2150,19,9,3,47,2,26
585,0379,2606368,35.29412,7740,51,6,2,43,2,26
283,0379,2606765,21.42857,5160,56,12,3,43,2,26
283,0379,2606765,36.95652,7310,46,12,4,26,1,26
283,0379,2606765,26.08696,5160,46,6,2,44,2,26
585,0379,2606368,37.5,7740,48,12,4,45,2,26
585,0379,2606368,20.83333,4300,48,12,4,45,2,26
283,0379,2606765,32.5,559,4,10,3,16,1,26
585,0379,2606368,17.85714,6450,84,9,3,76,1,26
283,0379,2606765,56.25,3870,16,15,4,31,2,26
283,0379,2606765,26.78571,6450,56,12,4,23,1,26
585,0379,2606368,41.66667,8600,48,16,4,33,2,26
585,0379,2606368,30,6450,50,12,4,30,2,26
283,0379,2606765,45.59964,10000,51,9,3,24,1,26
283,0379,2606765,20,1806,21,9,3,25,2,26
283,0379,2606765,22.22222,3440,36,9,3,21,1,26
283,0379,2606765,26.75,4601,40,9,3,46,2,26
1654,0379,2606625,55.55556,10750,45,15,4,46,1,26
1654,0379,2606625,35.56811,5353,35,14,4,45,2,26
1654,0379,2606625,32,2064,15,9,3,45,1,26
1654,0379,2606625,9.96678,300,7,9,3,58,2,26
464,0409,2808426,9.52381,1720,42,9,3,69,2,28
464,0409,2808426,66.66667,4300,15,12,4,39,1,28
464,0409,2808426,40.93023,4400,25,12,4,21,1,28
464,0409,2808426,43.47826,8600,46,12,4,39,1,28
464,0409,2808426,30.43478,6020,46,12,4,22,1,28
464,0409,2808426,22.14839,4000,42,6,2,68,2,28
464,0409,2808426,28.57143,4300,35,12,4,47,2,28
464,0409,2808426,142.85714,21500,35,15,4,36,1,28
464,0409,2808426,12.82051,4300,78,10,3,68,1,28
464,0409,2808426,30,5160,40,9,3,59,2,28
464,0409,2808426,29.41176,6450,51,11,3,26,1,28
464,0409,2808426,83.72093,9000,25,17,4,41,2,28
464,0409,2808426,142.44186,9800,16,17,4,41,1,28
464,0409,2808426,148.83721,6400,10,17,4,42,2,28
466,0409,2808094,22.87306,4721,48,6,2,61,2,28
466,0409,2808094,50,8600,40,12,4,38,2,28
466,0409,2808094,44.44444,3440,18,13,4,30,1,28
466,0409,2808094,264.27061,50000,44,12,3,71,1,28
466,0409,2808094,279.06977,6000,5,13,3,69,2,28
466,0409,2808094,24,3096,30,11,3,17,2,28
466,0409,2808094,24,3096,30,6,2,44,2,28
466,0409,2808094,10.57082,2000,44,16,4,22,2,28
466,0409,2808094,12.5,3440,64,6,2,20,1,28
466,0409,2808094,77.77778,3010,9,9,3,48,2,28
466,0409,2808094,75,6450,20,16,4,25,2,28
466,0409,2808094,31.00775,8000,60,15,4,38,1,28
466,0409,2808094,20,5160,60,4,1,44,1,28
466,0409,2808094,20.83333,4300,48,6,2,46,2,28
466,0409,2808094,24.16188,8000,77,16,4,35,2,28
551,0409,2808437,45.45455,12900,66,16,4,36,2,28
551,0409,2808437,72.91667,15050,48,16,4,45,1,28
551,0409,2808437,44.44444,1720,9,9,3,42,1,28
551,0409,2808437,31.25,6450,48,9,3,30,1,28
551,0409,2808437,19.37984,4000,48,9,3,44,1,28
551,0409,2808437,26.74419,4600,40,9,3,36,2,28
551,0409,2808437,17.44186,3000,40,16,4,38,1,28
551,0409,2808437,3.48837,600,40,16,4,48,2,28
551,0409,2808437,206.71835,8000,9,12,3,48,2,28
551,0409,2808437,97.67442,8400,20,16,4,28,2,28
551,0409,2808437,30.30303,8600,66,9,3,40,1,28
551,0409,2808437,23.25581,2000,20,9,3,35,2,28
551,0409,2808437,15.50388,2000,30,6,2,56,2,28
718,0409,2808339,19.37984,500,6,1,1,57,2,28
718,0409,2808339,50,5375,25,6,2,23,2,28
718,0409,2808339,45,9288,48,8,2,22,1,28
718,0409,2808339,96.89922,10000,24,18,4,62,1,28
718,0409,2808339,7.5,1290,40,3,1,38,1,28
718,0409,2808339,111.11111,25800,54,10,3,19,1,28
718,0409,2808339,12.96296,3010,54,12,4,32,2,28
718,0409,2808339,40,4300,25,8,2,19,2,28
718,0409,2808339,25,1290,12,9,3,58,2,28
491,0409,2808195,25.64103,8600,78,6,2,50,1,28
491,0409,2808195,22.14839,6000,63,6,2,43,2,28
491,0409,2808195,25,6020,56,12,4,23,1,28
491,0409,2808195,21.17647,4644,51,12,4,21,2,28
491,0409,2808195,2.18023,450,48,12,4,49,1,28
491,0409,2808195,12.5,2150,40,12,4,56,1,28
491,0409,2808195,16.66667,3225,45,9,3,44,1,28
491,0409,2808195,21.6,4644,50,9,3,21,1,28
491,0409,2808195,28.57143,1720,14,5,1,67,2,28
491,0409,2808195,26.08696,5160,46,9,3,27,1,28
491,0409,2808195,84.5666,8000,22,17,4,57,2,28
491,0409,2808195,93.02326,10000,25,17,4,36,2,28
491,0409,2808195,36.71971,6000,38,12,4,40,1,28
491,0409,2808195,69.76744,9000,30,17,4,36,2,28
491,0409,2808195,68.31395,9400,32,17,4,48,1,28
491,0409,2808195,29.41176,2150,17,10,3,16,1,28
491,0409,2808195,105.70825,10000,22,17,4,53,1,28
491,0409,2808195,83.72093,9000,25,12,4,50,2,28
491,0409,2808195,83.05648,10000,28,17,4,40,1,28
491,0409,2808195,71.55635,8000,26,17,4,39,2,28
491,0409,2808195,15.58442,5160,77,9,3,47,1,28
494,0409,2808090,30,1290,10,9,3,68,2,28
494,0409,2808090,22.22222,5160,54,12,3,41,2,28
494,0409,2808090,25,5160,48,9,3,19,1,28
494,0409,2808090,6.64452,1000,35,9,3,75,1,28
494,0409,2808090,14.53488,3000,48,15,4,48,2,28
494,0409,2808090,16.66667,1720,24,8,2,64,2,28
494,0409,2808090,19.93355,6000,70,9,3,46,2,28
494,0409,2808090,25,1720,16,6,2,45,1,28
494,0409,2808090,25,5160,48,12,4,39,2,28
494,0409,2808090,186.04651,12000,15,16,4,50,2,28
494,0409,2808090,172.75748,26000,35,13,3,54,2,28
494,0409,2808090,74.4186,8000,25,16,4,33,2,28
494,0409,2808090,37.5,5160,32,9,3,39,1,28
448,0278,1911299,77.77778,18060,54,9,3,33,1,19
448,0278,1911299,20.83333,4300,48,9,3,30,1,19
448,0278,1911299,174.4186,30000,40,16,4,51,1,19
448,0278,1911299,30,7740,60,9,3,32,1,19
448,0278,1911299,31.25,6450,48,6,2,74,1,19
448,0278,1911299,37.5,1290,8,6,2,38,2,19
448,0278,1911299,29.16667,6020,48,9,3,39,1,19
448,0278,1911299,96.89922,20000,48,11,3,44,1,19
448,0278,1911299,33.33333,8600,60,9,3,44,1,19
448,0278,1911299,27.08333,5590,48,9,3,38,2,19
448,0278,1911299,30,7740,60,9,3,48,1,19
448,0278,1911299,66.66667,17200,60,17,4,44,1,19
448,0278,1911299,79.73422,12000,35,8,2,79,1,19
448,0278,1911299,83.33333,6450,18,5,1,76,1,19
448,0278,1911299,39.58333,8170,48,9,3,19,1,19
448,0278,1911299,37.5,6450,40,6,2,51,1,19
617,0279,1911436,37.5,7740,48,9,3,45,1,19
617,0279,1911436,36,7740,50,0,1,21,1,19
617,0279,1911436,60,3870,15,9,3,26,2,19
617,0279,1911436,40,8600,50,9,3,64,1,19
617,0279,1911436,58.13953,3500,14,11,3,62,1,19
617,0279,1911436,14.28571,5160,84,6,2,28,1,19
617,0279,1911436,58.33333,12040,48,6,2,64,1,19
617,0279,1911436,40.69767,7000,40,12,4,26,2,19
617,0279,1911436,62.0155,8000,30,8,2,71,2,19
617,0279,1911436,62.0155,8000,30,8,2,63,2,19
617,0279,1911436,35.71429,6450,42,9,3,41,1,19
617,0279,1911436,33.33333,6880,48,9,3,37,2,19
617,0279,1911436,56.66667,7310,30,9,3,19,1,19
